"code             ","rgb             ","hex    ","name                  ","category                       "
"19-0509 TCX      ","rgb(54,54,45)   ","#36362D","Rosin                 ","Fashion and Interior Designers "
"19-4015 TCX      ","rgb(50,49,55)   ","#323137","Blue Graphite         ","Fashion and Interior Designers "
"19-4009 TCX      ","rgb(47,52,65)   ","#2F3441","Outer Space           ","Fashion and Interior Designers "
"19-4022 TCX      ","rgb(50,52,65)   ","#323441","Parisian Night        ","Fashion and Interior Designers "
"19-3925 TCX      ","rgb(54,55,86)   ","#363756","Patriot Blue          ","Fashion and Interior Designers "
"19-3950 TCX      ","rgb(56,72,131)  ","#384883","Deep Ultramarine      ","Fashion and Interior Designers "
"19-4205 TPX      ","rgb(52,55,59)   ","#34373B","Phantom               ","Fashion and Interior Designers "
"19-4023 TCX      ","rgb(54,59,72)   ","#363B48","Blue Nights           ","Fashion and Interior Designers "
"19-4025 TCX      ","rgb(53,58,76)   ","#353A4C","Mood Indigo           ","Fashion and Interior Designers "
"19-4110 TCX      ","rgb(52,65,78)   ","#34414E","Midnight Navy         ","Fashion and Interior Designers "
"19-4031 TCX      ","rgb(53,67,90)   ","#35435A","Sargasso Sea          ","Fashion and Interior Designers "
"19-0415 TCX      ","rgb(57,64,52)   ","#394034","Duffel Bag            ","Fashion and Interior Designers "
"19-5920 TCX      ","rgb(51,77,65)   ","#334D41","Pineneedle            ","Fashion and Interior Designers "
"19-6110 TCX      ","rgb(55,65,58)   ","#37413A","Deep Forest           ","Fashion and Interior Designers "
"18-5913 TPX      ","rgb(51,78,69)   ","#334E45","Garden Topiary        ","Fashion and Interior Designers "
"19-4118 TCX      ","rgb(53,70,94)   ","#35465E","Dark Denim            ","Fashion and Interior Designers "
"17-4037 TPX      ","rgb(90,124,194) ","#5A7CC2","Ultramarine           ","Fashion and Interior Designers "
"19-0915 TPX      ","rgb(60,50,48)   ","#3C3230","Coffee Bean           ","Fashion and Interior Designers "
"19-5411 TCX      ","rgb(53,80,72)   ","#355048","Trekking Green        ","Fashion and Interior Designers "
"19-5511 TCX      ","rgb(51,87,73)   ","#335749","Hunter Green          ","Fashion and Interior Designers "
"19-5914 TCX      ","rgb(60,78,71)   ","#3C4E47","Jungle Green          ","Fashion and Interior Designers "
"19-4316 TCX      ","rgb(57,80,92)   ","#39505C","Stargazer             ","Fashion and Interior Designers "
"19-4517 TCX      ","rgb(50,87,93)   ","#32575D","Mediterranea          ","Fashion and Interior Designers "
"19-4820 TCX      ","rgb(51,86,94)   ","#33565E","Balsam                ","Fashion and Interior Designers "
"19-4026 TCX      ","rgb(56,76,103)  ","#384C67","Ensign Blue           ","Fashion and Interior Designers "
"19-4318 TCX      ","rgb(58,92,110)  ","#3A5C6E","Mallard Blue          ","Fashion and Interior Designers "
"18-4029 TPX      ","rgb(55,93,138)  ","#375D8A","Federal Blue          ","Fashion and Interior Designers "
"19-4037 TCX      ","rgb(56,93,141)  ","#385D8D","Bright Cobalt         ","Fashion and Interior Designers "
"19-4039 TPX      ","rgb(58,91,141)  ","#3A5B8D","Delft                 ","Fashion and Interior Designers "
"18-0330 TCX      ","rgb(78,99,44)   ","#4E632C","Twist of Lime         ","Fashion and Interior Designers "
"18-4222 TCX      ","rgb(53,99,124)  ","#35637C","Bluesteel             ","Fashion and Interior Designers "
"18-4041 TCX      ","rgb(56,97,146)  ","#386192","Star Sapphire         ","Fashion and Interior Designers "
"18-0135 TCX      ","rgb(71,106,48)  ","#476A30","Treetop               ","Fashion and Interior Designers "
"18-5621 TCX      ","rgb(58,114,95)  ","#3A725F","Fir                   ","Fashion and Interior Designers "
"18-6018 TPX      ","rgb(59,113,91)  ","#3B715B","Foliage Green         ","Fashion and Interior Designers "
"18-5618 TCX      ","rgb(54,113,111) ","#36716F","Deep Jungle           ","Fashion and Interior Designers "
"17-5923 TCX      ","rgb(58,121,94)  ","#3A795E","Pine Green            ","Fashion and Interior Designers "
"17-4421 TPX      ","rgb(53,123,145) ","#357B91","Larkspur              ","Fashion and Interior Designers "
"17-6229 TCX      ","rgb(60,130,78)  ","#3C824E","Medium Green          ","Fashion and Interior Designers "
"18-6022 TCX      ","rgb(55,134,97)  ","#378661","Leprechaun            ","Fashion and Interior Designers "
"17-4328 TCX      ","rgb(54,134,160) ","#3686A0","Blue Moon             ","Fashion and Interior Designers "
"17-5122 TCX      ","rgb(55,145,144) ","#379190","Latigo Bay            ","Fashion and Interior Designers "
"14-5416 TPX      ","rgb(86,203,179) ","#56CBB3","Bermuda               ","Fashion and Interior Designers "
"14-5420 TPX      ","rgb(90,208,186) ","#5AD0BA","Cockatoo              ","Fashion and Interior Designers "
"14-4816 TCX      ","rgb(88,201,212) ","#58C9D4","Blue Radiance         ","Fashion and Interior Designers "
"13-0340 TN       ","rgb(105,255,71) ","#69FF47","Green Gecko           ","Fashion and Interior Designers "
"19-3750 TCX      ","rgb(62,40,92)   ","#3E285C","Violet Indigo         ","Fashion and Interior Designers "
"19-2520 TCX      ","rgb(70,38,57)   ","#462639","Potent Purple         ","Fashion and Interior Designers "
"19-1111 TCX      ","rgb(59,48,47)   ","#3B302F","Black Coffee          ","Fashion and Interior Designers "
"19-3520 TCX      ","rgb(63,42,71)   ","#3F2A47","Blackberry Cordial    ","Fashion and Interior Designers "
"19-3628 TCX      ","rgb(70,41,90)   ","#46295A","Acai                  ","Fashion and Interior Designers "
"19-0000 TPX      ","rgb(53,54,53)   ","#353635","Raven                 ","Fashion and Interior Designers "
"19-3902 TCX      ","rgb(58,54,59)   ","#3A363B","Obsidian              ","Fashion and Interior Designers "
"19-3617 TPX      ","rgb(61,50,73)   ","#3D3249","Mysterioso            ","Fashion and Interior Designers "
"19-3720 TPX      ","rgb(63,49,79)   ","#3F314F","Gothic Grape          ","Fashion and Interior Designers "
"19-3839 TCX      ","rgb(58,57,95)   ","#3A395F","Blue Ribbon           ","Fashion and Interior Designers "
"19-0508 TCX      ","rgb(59,58,54)   ","#3B3A36","Peat                  ","Fashion and Interior Designers "
"19-3927 TCX      ","rgb(59,59,72)   ","#3B3B48","Graphite              ","Fashion and Interior Designers "
"19-3832 TCX      ","rgb(64,63,111)  ","#403F6F","Navy Blue             ","Fashion and Interior Designers "
"19-3842 TCX      ","rgb(68,63,111)  ","#443F6F","Deep Wisteria         ","Fashion and Interior Designers "
"19-0419 TCX      ","rgb(65,72,50)   ","#414832","Rifle Green           ","Fashion and Interior Designers "
"19-0614 TPX      ","rgb(65,56,46)   ","#41382E","Wren                  ","Fashion and Interior Designers "
"19-0712 TCX      ","rgb(64,52,43)   ","#40342B","Demitasse             ","Fashion and Interior Designers "
"19-0414 TPX      ","rgb(66,69,59)   ","#42453B","Forest Night          ","Fashion and Interior Designers "
"19-4019 TPX      ","rgb(60,67,78)   ","#3C434E","India Ink             ","Fashion and Interior Designers "
"19-3935 TCX      ","rgb(64,68,102)  ","#404466","Deep Cobalt           ","Fashion and Interior Designers "
"19-0840 TCX      ","rgb(63,53,47)   ","#3F352F","Delicioso             ","Fashion and Interior Designers "
"19-0912 TPX      ","rgb(68,55,49)   ","#443731","Chocolate Brown       ","Fashion and Interior Designers "
"19-1016 TCX      ","rgb(67,51,49)   ","#433331","Java                  ","Fashion and Interior Designers "
"19-0315 TCX      ","rgb(65,79,60)   ","#414F3C","Black Forest          ","Fashion and Interior Designers "
"19-4229 TCX      ","rgb(62,79,92)   ","#3E4F5C","Orion Blue            ","Fashion and Interior Designers "
"19-4030 TCX      ","rgb(63,82,119)  ","#3F5277","True Navy             ","Fashion and Interior Designers "
"19-4227 TCX      ","rgb(60,88,107)  ","#3C586B","Indian Teal           ","Fashion and Interior Designers "
"18-4023 TCX      ","rgb(59,95,120)  ","#3B5F78","Blue Ashes            ","Fashion and Interior Designers "
"18-4026 TPX      ","rgb(57,94,122)  ","#395E7A","Stellar               ","Fashion and Interior Designers "
"18-3921 TPX      ","rgb(65,89,126)  ","#41597E","Bijou Blue            ","Fashion and Interior Designers "
"19-0230 TCX      ","rgb(73,94,53)   ","#495E35","Garden Green          ","Fashion and Interior Designers "
"19-0413 TCX      ","rgb(70,72,60)   ","#46483C","Deep Depths           ","Fashion and Interior Designers "
"18-5718 TCX      ","rgb(62,98,87)   ","#3E6257","Smoke Pine            ","Fashion and Interior Designers "
"18-4417 TPX      ","rgb(61,100,114) ","#3D6472","Tapestry              ","Fashion and Interior Designers "
"17-4131 TPX      ","rgb(61,129,172) ","#3D81AC","Cendre Blue           ","Fashion and Interior Designers "
"18-6330 TCX      ","rgb(61,114,69)  ","#3D7245","Juniper               ","Fashion and Interior Designers "
"18-6320 TPX      ","rgb(67,111,77)  ","#436F4D","Fairway               ","Fashion and Interior Designers "
"17-4716 TPX      ","rgb(68,123,140) ","#447B8C","Storm Blue            ","Fashion and Interior Designers "
"17-5722 TCX      ","rgb(66,125,109) ","#427D6D","Bottle Green          ","Fashion and Interior Designers "
"17-4919 TPX      ","rgb(65,134,137) ","#418689","Teal                  ","Fashion and Interior Designers "
"16-6127 TPX      ","rgb(64,156,106) ","#409C6A","Greenbriar            ","Fashion and Interior Designers "
"16-5721 TPX      ","rgb(61,159,136) ","#3D9F88","Marine Green          ","Fashion and Interior Designers "
"16-4134 TPX      ","rgb(82,163,214) ","#52A3D6","Bonnie Blue           ","Fashion and Interior Designers "
"15-0146 TPX      ","rgb(113,204,81) ","#71CC51","Green Flash           ","Fashion and Interior Designers "
"15-6123 TCX      ","rgb(96,184,146) ","#60B892","Jade Cream            ","Fashion and Interior Designers "
"16-6030 TPX      ","rgb(100,186,146)","#64BA92","Katydid               ","Fashion and Interior Designers "
"15-5819 TPX      ","rgb(97,194,162) ","#61C2A2","Spearmint             ","Fashion and Interior Designers "
"19-2620 TCX      ","rgb(71,36,59)   ","#47243B","Winter Bloom          ","Fashion and Interior Designers "
"19-3519 TCX      ","rgb(67,44,71)   ","#432C47","Purple Pennant        ","Fashion and Interior Designers "
"19-2420 TCX      ","rgb(77,35,61)   ","#4D233D","Pickled Beet          ","Fashion and Interior Designers "
"18-3640 TN       ","rgb(105,68,142) ","#69448E","Electric Purple       ","Fashion and Interior Designers "
"19-3640 TCX      ","rgb(72,45,84)   ","#482D54","Crown Jewel           ","Fashion and Interior Designers "
"19-3725 TCX      ","rgb(65,53,77)   ","#41354D","Purple Velvet         ","Fashion and Interior Designers "
"19-3728 TCX      ","rgb(67,52,85)   ","#433455","Grape                 ","Fashion and Interior Designers "
"19-1314 TPX      ","rgb(65,52,51)   ","#413433","Seal Brown            ","Fashion and Interior Designers "
"19-0814 TPX      ","rgb(71,58,47)   ","#473A2F","Slate Black           ","Fashion and Interior Designers "
"19-0506 TPX      ","rgb(60,62,56)   ","#3C3E38","Black Ink             ","Fashion and Interior Designers "
"19-0608 TPX      ","rgb(65,61,56)   ","#413D38","Black Olive           ","Fashion and Interior Designers "
"19-0812 TPX      ","rgb(64,57,53)   ","#403935","Turkish Coffee        ","Fashion and Interior Designers "
"19-3712 TPX      ","rgb(63,57,73)   ","#3F3949","Nightshade            ","Fashion and Interior Designers "
"19-3908 TPX      ","rgb(63,62,71)   ","#3F3E47","Nine Iron             ","Fashion and Interior Designers "
"19-4104 TPX      ","rgb(61,66,73)   ","#3D4249","Ebony                 ","Fashion and Interior Designers "
"19-3716 TPX      ","rgb(72,61,88)   ","#483D58","Purple Plumeria       ","Fashion and Interior Designers "
"19-3915 TPX      ","rgb(65,66,86)   ","#414256","Graystone             ","Fashion and Interior Designers "
"19-3722 TCX      ","rgb(73,60,98)   ","#493C62","Mulberry Purple       ","Fashion and Interior Designers "
"19-3947 TCX      ","rgb(71,69,122)  ","#47457A","Orient Blue           ","Fashion and Interior Designers "
"19-0405 TPX      ","rgb(66,65,62)   ","#42413E","Beluga                ","Fashion and Interior Designers "
"19-0201 TCX      ","rgb(67,68,71)   ","#434447","Asphalt               ","Fashion and Interior Designers "
"19-3930 TCX      ","rgb(67,68,82)   ","#434452","Odyssey Gray          ","Fashion and Interior Designers "
"19-4014 TCX      ","rgb(67,72,84)   ","#434854","Ombre Blue            ","Fashion and Interior Designers "
"19-3926 TCX      ","rgb(70,75,101)  ","#464B65","Crown Blue            ","Fashion and Interior Designers "
"17-3934 TCX      ","rgb(110,129,190)","#6E81BE","Persian Jewel         ","Fashion and Interior Designers "
"19-0323 TCX      ","rgb(74,83,53)   ","#4A5335","Chive                 ","Fashion and Interior Designers "
"19-1419 TCX      ","rgb(74,52,46)   ","#4A342E","Chicory Coffee        ","Fashion and Interior Designers "
"19-0307 TCX      ","rgb(68,73,64)   ","#444940","Climbing Ivy          ","Fashion and Interior Designers "
"19-5621 TCX      ","rgb(67,84,75)   ","#43544B","Cilantro              ","Fashion and Interior Designers "
"19-5004 TCX      ","rgb(70,78,77)   ","#464E4D","Urban Chic            ","Fashion and Interior Designers "
"19-4220 TCX      ","rgb(70,81,90)   ","#46515A","Dark Slate            ","Fashion and Interior Designers "
"19-3928 TCX      ","rgb(73,81,109)  ","#49516D","Blue Indigo           ","Fashion and Interior Designers "
"19-4818 TCX      ","rgb(64,94,92)   ","#405E5C","Mallard Green         ","Fashion and Interior Designers "
"18-4018 TCX      ","rgb(64,93,115)  ","#405D73","Real Teal             ","Fashion and Interior Designers "
"18-4718 TCX      ","rgb(66,105,114) ","#426972","Hydro                 ","Fashion and Interior Designers "
"18-3928 TCX      ","rgb(74,99,141)  ","#4A638D","Dutch Blue            ","Fashion and Interior Designers "
"18-4036 TPX      ","rgb(78,129,173) ","#4E81AD","Parisian Blue         ","Fashion and Interior Designers "
"18-0125 TCX      ","rgb(75,109,65)  ","#4B6D41","Artichoke Green       ","Fashion and Interior Designers "
"17-6333 TCX      ","rgb(72,125,73)  ","#487D49","Mint Green            ","Fashion and Interior Designers "
"17-5513 TPX      ","rgb(73,125,118) ","#497D76","Deep Sea              ","Fashion and Interior Designers "
"15-4427 TCX      ","rgb(76,165,199) ","#4CA5C7","Norse Blue            ","Fashion and Interior Designers "
"16-5119 TPX      ","rgb(76,156,149) ","#4C9C95","Sea Blue              ","Fashion and Interior Designers "
"16-5924 TCX      ","rgb(79,158,129) ","#4F9E81","Winter Green          ","Fashion and Interior Designers "
"16-5418 TCX      ","rgb(77,158,154) ","#4D9E9A","Lagoon                ","Fashion and Interior Designers "
"16-4525 TPX      ","rgb(78,164,186) ","#4EA4BA","Maui Blue             ","Fashion and Interior Designers "
"14-6340 TCX      ","rgb(109,206,135)","#6DCE87","Spring Bouquet        ","Fashion and Interior Designers "
"14-6330 TCX      ","rgb(107,205,156)","#6BCD9C","Spring Bud            ","Fashion and Interior Designers "
"14-5718 TPX      ","rgb(110,209,180)","#6ED1B4","Opal                  ","Fashion and Interior Designers "
"15-0545 TCX      ","rgb(126,200,69) ","#7EC845","Jasmine Green         ","Fashion and Interior Designers "
"16-0235 TCX      ","rgb(122,171,85) ","#7AAB55","Kiwi                  ","Fashion and Interior Designers "
"15-5218 TPX      ","rgb(108,192,186)","#6CC0BA","Pool Blue             ","Fashion and Interior Designers "
"19-2118 TCX      ","rgb(73,42,52)   ","#492A34","Winetasting           ","Fashion and Interior Designers "
"19-2524 TCX      ","rgb(88,33,71)   ","#582147","Dark Purple           ","Fashion and Interior Designers "
"19-3217 TPX      ","rgb(76,45,76)   ","#4C2D4C","Shadow Purple         ","Fashion and Interior Designers "
"19-1317 TCX      ","rgb(80,49,48)   ","#503130","Bitter Chocolate      ","Fashion and Interior Designers "
"19-1627 TCX      ","rgb(80,43,51)   ","#502B33","Port Royale           ","Fashion and Interior Designers "
"19-2816 TCX      ","rgb(77,50,70)   ","#4D3246","Blackberry Wine       ","Fashion and Interior Designers "
"19-3218 TCX      ","rgb(81,48,78)   ","#51304E","Plum Purple           ","Fashion and Interior Designers "
"19-3518 TCX      ","rgb(79,45,84)   ","#4F2D54","Grape Royale          ","Fashion and Interior Designers "
